taxon,sample_id,abundance,growth_rate
Bacteroides,s20011_0002,0.9296218487394957,0.2004804093342387
Blautia,s20011_0002,0.07037815126050419,0.019651466699659403
Akkermansia,s20011_0001,0.0992981997297415,0.04664920952409059
Bacteroides,s20011_0001,0.641558781221394,0.2590237477584212
Blautia,s20011_0001,0.19323481975502374,0.07961283574025056
Faecalibacterium,s20011_0001,0.06590819929384072,0.024118079287497395
Alistipes,s20011_0004,0.21704201237982348,0.17170153261358645
Bacteroides,s20011_0004,0.45067825628868685,0.35243883078407273
Butyrivibrio,s20011_0004,0.10759910443829841,0.08685241259739279
Faecalibacterium,s20011_0004,0.22468062689319107,0.17794976514394487
Alistipes,s20011_0005,0.10642128425685138,0.08095698092709198
Bacteroides,s20011_0005,0.5339067813562712,0.3575804035113988
Blautia,s20011_0005,0.10632126425285057,0.07047215312543391
Faecalibacterium,s20011_0005,0.25335067013402685,0.15563429639220092
Akkermansia,s20011_0003,0.08104593376991315,0.0872602505220496
Alistipes,s20011_0003,0.16659699967488736,0.18653113681121639
Bacteroides,s20011_0003,0.40718034461938596,0.4546927083676877
Barnesiella,s20011_0003,0.09028842134596626,0.10109073577231373
Bifidobacterium,s20011_0003,0.035251497840323255,0.03949403130317293
Blautia,s20011_0003,0.06678742278575078,0.07355581599136396
Coprococcus,s20011_0003,0.05257535646277461,0.05156009479864828
Faecalibacterium,s20011_0003,0.0567089313083461,0.0553068790469522
Streptococcus,s20011_0003,0.043565092192652456,0.04757683572102583
Bacteroides,s20011_0006,0.3888069020320128,0.28409532289342504
Blautia,s20011_0006,0.1987739811556363,0.1394358740281932
Faecalibacterium,s20011_0006,0.2358383471449654,0.1644710529220465
Roseburia,s20011_0006,0.08474287660347372,0.062079353943990404
Subdoligranulum,s20011_0006,0.09183789306391191,0.06493404973488073
Akkermansia,s20011_0007,0.10421897307143208,0.06919111637247059
Anaerostipes,s20011_0007,0.036971397627135326,0.02235968538707847
Bacteroides,s20011_0007,0.5251809186235415,0.3133347990912137
Blautia,s20011_0007,0.22222222222222218,0.14223462522692898
Faecalibacterium,s20011_0007,0.06926598729877419,0.038653051081485895
Parasutterella,s20011_0007,0.0421405011568946,0.1353770217045652
Bacteroides,s20011_0008,0.5661188024278796,0.2689475256226539
Blautia,s20011_0008,0.20343722294209915,0.10835305714052962
Faecalibacterium,s20011_0008,0.12453113278319577,0.05630348043677628
Lachnoclostridium,s20011_0008,0.05578667394121257,0.026989843712137487
Roseburia,s20011_0008,0.050126167905612765,0.024053351123340807
Alistipes,s20011_0009,0.17834696513129575,0.1568845394937368
Bacteroides,s20011_0009,0.4950925527335342,0.3910350791689765
Barnesiella,s20011_0009,0.06435643564356436,0.05658941837581595
Bifidobacterium,s20011_0009,0.07946620749031426,0.0669418461608352
Blautia,s20011_0009,0.040981489453293156,0.030720421381069115
Faecalibacterium,s20011_0009,0.1417563495479983,0.10403843580351108
Akkermansia,s20011_0010,0.17987540740129543,0.13549904144839953
Alistipes,s20011_0010,0.11209208300672469,0.07161906473481618
Bacteroides,s20011_0010,0.5149552374272865,0.28175164070417685
Barnesiella,s20011_0010,0.05293122653574817,0.03380929028055693
Faecalibacterium,s20011_0010,0.08737984240273938,0.043260739737355836
Parasutterella,s20011_0010,0.05276620322620569,0.033704095220696534
Akkermansia,s20011_0013,0.3178480587416615,0.21661266811135194
Alistipes,s20011_0013,0.2801746892546912,0.18046646241778794
Bacteroides,s20011_0013,0.2924605269472573,0.19844407671375167
Olsenella,s20011_0013,0.10951672505639008,0.07054192623389896
Akkermansia,s20011_0011,0.07155230317813838,0.07350239342825379
Alistipes,s20011_0011,0.05829533001025206,0.05541462541324526
Bacteroides,s20011_0011,0.49683600240393117,0.4282821187772308
Barnesiella,s20011_0011,0.05380563509739457,0.05114208070681139
Bifidobacterium,s20011_0011,0.04574539541131969,0.04354860297908795
Blautia,s20011_0011,0.12291865521264186,0.11569344195141966
Faecalibacterium,s20011_0011,0.058754905080072126,0.047542912605192424
Roseburia,s20011_0011,0.04931594018453707,0.040288319627357794
Subdoligranulum,s20011_0011,0.04277583342171316,0.03525899310962962
Alistipes,s20011_0014,0.14454745684577167,0.13256516806877358
Anaerostipes,s20011_0014,0.07334938277928599,0.057380177211492134
Bacteroides,s20011_0014,0.49838651846539983,0.4128072192139424
Barnesiella,s20011_0014,0.06520514265225633,0.05979925257425647
Blautia,s20011_0014,0.0678174460892281,0.053137521719737096
Odoribacter,s20011_0014,0.08374737489115404,0.07680550157621427
Ruminococcus,s20011_0014,0.06694667827690416,0.05202957490090361
Akkermansia,s20011_0015,0.4159036624203822,0.3548359216894093
Alistipes,s20011_0015,0.18461385350318474,0.16963891361626274
Bacteroides,s20011_0015,0.27189490445859876,0.22530603564931453
Blautia,s20011_0015,0.05254777070063695,0.04137962143667885
Faecalibacterium,s20011_0015,0.07503980891719746,0.058103253350077454
Akkermansia,s20011_0016,0.07301315851978529,0.055771988173212425
Alistipes,s20011_0016,0.08693173720963375,0.09183092888583
Bacteroides,s20011_0016,0.22749513087264267,0.22041757109596974
Barnesiella,s20011_0016,0.046031067407724106,0.04862474382031702
Blautia,s20011_0016,0.4320459835637262,0.39973056248006417
Faecalibacterium,s20011_0016,0.08759678875112822,0.08021982927820191
Roseburia,s20011_0016,0.04688613367535985,0.04946286321016732
Akkermansia,s20011_0017,0.07714295797014503,0.11695774663456003
Bacteroides,s20011_0017,0.3000317605956876,0.43742908672813796
Blautia,s20011_0017,0.06345061227370574,0.09607824231787718
Faecalibacterium,s20011_0017,0.033948547834986055,0.047779252637500436
Lachnoclostridium,s20011_0017,0.03945371775417299,0.0602847741026574
Odoribacter,s20011_0017,0.08141299361259131,0.1256883561017117
Parasutterella,s20011_0017,0.03828916257896037,0.05911243394366673
Prevotella,s20011_0017,0.12721883050428767,0.1953368518934766
Roseburia,s20011_0017,0.03754808201291597,0.05804299045279277
Streptococcus,s20011_0017,0.20150333486254718,0.282793274175433
Akkermansia,s20011_0018,0.4231687281068849,0.37480095488178444
Alistipes,s20011_0018,0.17672587494962644,0.16415041229443772
Bacteroides,s20011_0018,0.25087572460398644,0.20946629340944056
Blautia,s20011_0018,0.06097523171828017,0.04811182457010951
Faecalibacterium,s20011_0018,0.04330574413342013,0.033797513810009915
Parabacteroides,s20011_0018,0.044948696487801844,0.03879481333076791
Bacteroides,s20011_0020,0.8255996084189917,0.16251143557433143
Faecalibacterium,s20011_0020,0.17440039158100834,0.03775112159175562
Bacteroides,s20011_0019,0.7347976259972757,0.3134354624497405
Blautia,s20011_0019,0.03205876629694493,0.013349279695919463
Faecalibacterium,s20011_0019,0.060809496010897066,0.021951409475308988
Parabacteroides,s20011_0019,0.03383440358046313,0.014575156900682184
Parasutterella,s20011_0019,0.07693617435298697,0.037285189229897556
Subdoligranulum,s20011_0019,0.061563533761432185,0.022949304154532855
Alistipes,s20011_0021,0.051183161197542154,0.06529828599297831
Anaerostipes,s20011_0021,0.11740096744672505,0.13451775490962145
Bacteroides,s20011_0021,0.2597725192835665,0.30899961010101
Bifidobacterium,s20011_0021,0.22460452346711984,0.28713299379754853
Blautia,s20011_0021,0.250947836318473,0.2878358368197601
Holdemanella,s20011_0021,0.0960909922865734,0.11087141063083301
Anaerostipes,s20011_0022,0.036608646827624935,0.03562321562301964
Bacteroides,s20011_0022,0.3072992700729927,0.3098434052929946
Bifidobacterium,s20011_0022,0.1854014598540146,0.19462630488421578
Blautia,s20011_0022,0.16496350364963505,0.16054746618068785
Faecalibacterium,s20011_0022,0.24025828186412126,0.23253224877440778
Roseburia,s20011_0022,0.06546883773161145,0.06915278748525185
Alistipes,s20011_0023,0.05350986070886775,0.029271524583367774
Bacteroides,s20011_0023,0.7160851376821589,0.32708651539406713
Blautia,s20011_0023,0.13345285707718477,0.06275072606492726
Faecalibacterium,s20011_0023,0.05658989564657749,0.02275530716201852
Roseburia,s20011_0023,0.040362248885211234,0.0223314983092176
Alistipes,s20011_0025,0.07045108971109984,0.031119769018939782
Bacteroides,s20011_0025,0.7385417420896386,0.3218759193021863
Blautia,s20011_0025,0.10723336470928968,0.040784084021074515
Faecalibacterium,s20011_0025,0.08377380348997175,0.02471467452138243
Bacteroides,s20011_0024,0.15532725540889916,0.2119423431336848
Blautia,s20011_0024,0.23111988025581712,0.3071538553239091
Coprococcus,s20011_0024,0.058987617362906516,0.07832699440387829
Faecalibacterium,s20011_0024,0.27976595455163966,0.37036222049364453
Phascolarctobacterium,s20011_0024,0.058035106817254045,0.07764070244714703
Prevotella,s20011_0024,0.06327391481834263,0.090319571283873
Roseburia,s20011_0024,0.05014287658184787,0.0666437615421363
Streptococcus,s20011_0024,0.10334739420329296,0.13636185556832606
Bacteroides,s20011_0026,0.3364216099145711,0.1912726576144668
Blautia,s20011_0026,0.25965587775237636,0.14026262793685199
Faecalibacterium,s20011_0026,0.4039225123330526,0.2164940773922806
Bacteroides,s20011_0027,0.7473378928231321,0.232428645735152
Faecalibacterium,s20011_0027,0.0542810146307679,0.019432919869595812
Megasphaera,s20011_0027,0.137130984330361,0.06051907840055016
Roseburia,s20011_0027,0.06125010821573889,0.027330320079326568
Alistipes,s20011_0028,0.6130911583276216,0.33958755704213744
Blautia,s20011_0028,0.1668951336531871,0.09243112345358445
Intestinibacter,s20011_0028,0.08087731322823852,0.04747029102378023
Streptococcus,s20011_0028,0.13913639479095272,0.07706663338180594
Akkermansia,s20011_0029,0.05583623693379791,0.04343779226501884
Alistipes,s20011_0029,0.09764808362369337,0.06668692860088087
Bacteroides,s20011_0029,0.6193379790940766,0.36555509173377604
Blautia,s20011_0029,0.07360627177700349,0.04271879937324322
Faecalibacterium,s20011_0029,0.11437282229965157,0.06119124510615607
Parabacteroides,s20011_0029,0.039198606271777,0.0241867308108825
Bacteroides,s20011_0030,0.5516892319372391,0.41169030263538153
Blautia,s20011_0030,0.06773798979290566,0.04171857600623794
Faecalibacterium,s20011_0030,0.05685604622717112,0.03443677739140059
Fusobacterium,s20011_0030,0.10818676451980262,0.07087933652293398
Lachnoclostridium,s20011_0030,0.03167573495297145,0.01936563874822369
Parabacteroides,s20011_0030,0.05128854021679532,0.03508216410058937
Paraprevotella,s20011_0030,0.06039900459741027,0.04499678673477554
Parasutterella,s20011_0030,0.03180226918047999,0.023732688237876665
Phascolarctobacterium,s20011_0030,0.0403644185752246,0.02516141044096529
Akkermansia,s20011_0031,0.23407713905718933,0.12576482554795843
Bacteroides,s20011_0031,0.5158859169499039,0.2804910992891797
Blautia,s20011_0031,0.08245899216787352,0.042479071084045646
Ruminococcus,s20011_0031,0.13240727057780405,0.07206137580268988
Subdoligranulum,s20011_0031,0.035170681247229205,0.018200878726808502
Alistipes,s20011_0032,0.36160558464223386,0.3074425919216384
Bacteroides,s20011_0032,0.39677137870855145,0.30323491609027076
Blautia,s20011_0032,0.08835078534031413,0.06393779376448334
Ruminococcus,s20011_0032,0.1043630017452007,0.07486793968392498
Subdoligranulum,s20011_0032,0.048909249563699825,0.03564545805356849
Akkermansia,s20011_0033,0.14409255580226712,0.10800903933606817
Alistipes,s20011_0033,0.18885123290872965,0.13060186245555408
Bacteroides,s20011_0033,0.43040785321958624,0.2628980416256724
Faecalibacterium,s20011_0033,0.23664835806941684,0.1334069857329625
Alistipes,s20011_0034,0.09278224823213851,0.04818326944102968
Bacteroides,s20011_0034,0.6135089002682274,0.2640382913927131
Faecalibacterium,s20011_0034,0.1048524750060961,0.039689260482292855
Subdoligranulum,s20011_0034,0.18885637649353818,0.07536168007880611
Alistipes,s20011_0035,0.23165279062596358,0.2651164268827443
Bacteroides,s20011_0035,0.2835337650323774,0.30037301488864143
Blautia,s20011_0035,0.23997841504779524,0.24408754207752112
Faecalibacterium,s20011_0035,0.1975023126734505,0.19871823467923597
Subdoligranulum,s20011_0035,0.04733271662041319,0.04832008859812468
Akkermansia,s20011_0036,0.7597593911122024,0.2323344365422313
Bacteroides,s20011_0036,0.15216056960471397,0.06276899550567074
Blautia,s20011_0036,0.08808003928308372,0.034179861570309125
Bacteroides,s20011_0037,0.35547619047619045,0.2033431692061474
Faecalibacterium,s20011_0037,0.3547619047619048,0.19015003716775053
Ruminococcus,s20011_0037,0.2897619047619047,0.16699496052704965
Bacteroides,s20011_0038,0.7949285570537331,0.16430078858905542
Faecalibacterium,s20011_0038,0.20507144294626684,0.049162183834607624
Bifidobacterium,s20011_0040,0.3136939832172826,0.10826007160249262
Faecalibacterium,s20011_0040,0.6863060167827174,0.23685747900018617
Alloprevotella,s20011_0041,0.29747506895820075,0.05930908206911047
Faecalibacterium,s20011_0041,0.3543390621684702,0.22226881526132358
Prevotella,s20011_0041,0.3481858688733291,0.24264789169405765
Alistipes,s20011_0039,0.05358226371061843,0.04509548265960064
Bacteroides,s20011_0039,0.5115985997666278,0.38359023532390646
Blautia,s20011_0039,0.05101516919486581,0.03599184991732194
Faecalibacterium,s20011_0039,0.24182030338389732,0.1676451418440641
Haemophilus,s20011_0039,0.04849474912485414,0.040783819291221476
Ruminococcus,s20011_0039,0.05451575262543758,0.044442800391258634
Subdoligranulum,s20011_0039,0.03897316219369895,0.027630255736868566
Akkermansia,s20011_0042,0.5605565557555956,0.3680197261711656
Alistipes,s20011_0042,0.21230912849236516,0.13884319491594443
Bacteroides,s20011_0042,0.10884399102042631,0.059634737552381425
Barnesiella,s20011_0042,0.06683558934009025,0.04366968412136085
Blautia,s20011_0042,0.05145473539152275,0.025563975258066824
Akkermansia,s20011_0044,0.37575506826644606,0.16428909148633264
Bacteroides,s20011_0044,0.583533305750931,0.21505773725795807
Streptococcus,s20011_0044,0.040711625982623095,0.015162587224781771
Alistipes,s20011_0043,0.08022099447513811,0.06256197942298883
Bacteroides,s20011_0043,0.5706629834254142,0.3928637660128415
Bifidobacterium,s20011_0043,0.04906077348066298,0.036383858475220215
Blautia,s20011_0043,0.050497237569060764,0.03355419554955728
Coprococcus,s20011_0043,0.06585635359116021,0.041935717175358066
Faecalibacterium,s20011_0043,0.10723756906077347,0.06790030697156556
Ruminococcus,s20011_0043,0.07646408839779005,0.04875083326998253
Alistipes,s20011_0045,0.06352941176470588,0.04751846466075459
Bacteroides,s20011_0045,0.565204991087344,0.371291537246163
Blautia,s20011_0045,0.046702317290552575,0.029777479638690513
Faecalibacterium,s20011_0045,0.21732620320855614,0.1304133182466615
Roseburia,s20011_0045,0.05511586452762922,0.03410662475339864
Ruminococcus,s20011_0045,0.05212121212121212,0.037752482946208116
Akkermansia,s20011_0046,0.08356980703745742,0.1635933962249629
Alistipes,s20011_0046,0.1738081725312145,0.31560853352086826
Bacteroides,s20011_0046,0.19239500567536888,0.340421085319705
Blautia,s20011_0046,0.11591940976163449,0.2023503614034711
Butyrivibrio,s20011_0046,0.12429057888762768,0.23155609319984077
Coprococcus,s20011_0046,0.08186719636776389,0.1428547699970225
Faecalibacterium,s20011_0046,0.14755959137343924,0.25708977375561587
Roseburia,s20011_0046,0.08059023836549375,0.14069351554153622
Alistipes,s20011_0047,0.05816500365052323,0.03932811069365943
Bacteroides,s20011_0047,0.5780603553175955,0.38640480838470337
Bifidobacterium,s20011_0047,0.0402774397663665,0.027184886527637033
Blautia,s20011_0047,0.04423217327816987,0.02625088529948108
Faecalibacterium,s20011_0047,0.16305670479435383,0.08607840022086877
Roseburia,s20011_0047,0.05408858603066439,0.03673150925213343
Ruminococcus,s20011_0047,0.06211973716232659,0.04056055041922678
Akkermansia,s20011_0048,0.07195828505214369,0.0729517150902976
Alistipes,s20011_0048,0.14090382387022016,0.13124375472206795
Bacteroides,s20011_0048,0.4909617612977984,0.41469127630033004
Blautia,s20011_0048,0.06570104287369641,0.05267093714782265
Coprococcus,s20011_0048,0.058169177288528384,0.04626860993975518
Streptococcus,s20011_0048,0.05932792584009269,0.04658243214499277
Subdoligranulum,s20011_0048,0.11297798377752027,0.09096368145887654
Akkermansia,s20011_0049,0.326598226784881,0.3057482069887835
Alistipes,s20011_0049,0.1835744283714419,0.1851592066268803
Bacteroides,s20011_0049,0.339430704619692,0.3109486302845866
Barnesiella,s20011_0049,0.04479701353243117,0.0451660360634912
Bifidobacterium,s20011_0049,0.04115725618292114,0.04138055941448759
Faecalibacterium,s20011_0049,0.06444237050863275,0.05548444817619869
